variant_name,source_kind,role,config_path,selected_feature_count,selected_features,board_family,search_tier,eval_tier,feature_count_bin,stratum
pool_variant_048,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_048.json,26,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|Killer Heuristic|King Activity|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Replacement Schemes|Rook on Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,rich_eval,medium,Bitboards__pruning_full__rich_eval
pool_variant_049,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_049.json,28,0x88|Alpha-Beta|Bishop Pair|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pseudo-Legal Move Generation|Razoring|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval
pool_variant_050,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_050.json,27,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Magic Bitboards|Make Move|Mobility|Move Generation|Negamax|Passed Pawn|Piece-Square Tables|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval
pool_variant_051,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_051.json,27,Alpha-Beta|Bishop Pair|Bitboards|Castling|Connected Pawn|Copy-Make|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Iterative Deepening|King Activity|Legal Move Generation|Make Move|Move Generation|Negamax|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Bitboards,pruning_full,rich_eval,medium,Bitboards__pruning_full__rich_eval
pool_variant_052,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_052.json,25,10x12 Board|Alpha-Beta|Aspiration Windows|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Pressure|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Piece-Square Tables|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_053,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_053.json,26,Alpha-Beta|Bishop Pair|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|Isolated Pawn|Killer Heuristic|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Passed Pawn|Principal Variation Search|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval
pool_variant_054,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_054.json,27,10x12 Board|Alpha-Beta|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Iterative Deepening|Killer Heuristic|King Pressure|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Pawn Hash Table|Principal Variation Search|Razoring|Rook on Open File|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_055,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_055.json,27,0x88|Alpha-Beta|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|Killer Heuristic|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Piece Lists|Piece-Square Tables|Pondering|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Threefold Repetition|UCI|Unmake Move,0x88,minimax,structural_eval,medium,0x88__minimax__structural_eval
pool_variant_056,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_056.json,30,10x12 Board|Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|Killer Heuristic|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Passed Pawn|Piece-Square Tables|Pseudo-Legal Move Generation|Razoring|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval
pool_variant_057,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_057.json,32,0x88|Alpha-Beta|Bishop Pair|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Activity|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Pawn Hash Table|Piece Lists|Piece-Square Tables|Quiescence Search|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,rich_eval,high,0x88__minimax__rich_eval
pool_variant_058,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_058.json,32,Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Pawn Hash Table|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,Mailbox,pruning_full,rich_eval,high,Mailbox__pruning_full__rich_eval
pool_variant_059,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_059.json,29,Alpha-Beta|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Opening Book|Pawn Hash Table|Piece Lists|Rook on Open File|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval
pool_variant_060,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_060.json,28,Alpha-Beta|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Killer Heuristic|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Piece-Square Tables|Quiescence Search|Replacement Schemes|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval
pool_variant_061,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_061.json,29,Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Iterative Deepening|Killer Heuristic|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Piece Lists|Pondering|Pseudo-Legal Move Generation|Quiescence Search|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,pruning_full,rich_eval,medium,Mailbox__pruning_full__rich_eval
pool_variant_062,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_062.json,35,Alpha-Beta|Aspiration Windows|Bishop Pair|Bitboards|Castling|Connected Pawn|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Killer Heuristic|Late Move Reductions|Legal Move Generation|Magic Bitboards|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Pawn Hash Table|Piece Lists|Piece-Square Tables|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval
pool_variant_063,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_063.json,26,0x88|Alpha-Beta|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Isolated Pawn|Iterative Deepening|Killer Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Pawn Hash Table|Razoring|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,pruning_full,rich_eval,medium,0x88__pruning_full__rich_eval
pool_variant_064,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_064.json,23,Bishop Pair|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval
pool_variant_065,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_065.json,28,Alpha-Beta|Bishop Pair|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Iterative Deepening|King Activity|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval
pool_variant_066,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_066.json,31,0x88|Alpha-Beta|Castling|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Null Move Pruning|Pawn Hash Table|Piece-Square Tables|Pondering|Quiescence Search|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,rich_eval,high,0x88__minimax__rich_eval
pool_variant_067,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_067.json,27,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Iterative Deepening|Killer Heuristic|Legal Move Generation|Magic Bitboards|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Pawn Hash Table|Piece-Square Tables|Quiescence Search|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval
pool_variant_068,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_068.json,34,0x88|Alpha-Beta|Bishop Pair|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Piece-Square Tables|Pondering|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,0x88,alpha_beta,rich_eval,high,0x88__alpha_beta__rich_eval
pool_variant_069,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_069.json,22,Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Pondering|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval
pool_variant_070,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_070.json,32,Alpha-Beta|Bitboards|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Killer Heuristic|King Activity|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Magic Bitboards|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Piece Lists|Quiescence Search|Razoring|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval
pool_variant_071,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_071.json,28,0x88|Castling|Connected Pawn|Copy-Make|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Iterative Deepening|Killer Heuristic|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Razoring|Replacement Schemes|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,negamax,rich_eval,medium,0x88__negamax__rich_eval
pool_variant_072,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_072.json,33,Alpha-Beta|Bitboards|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Killer Heuristic|King Activity|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Pawn Hash Table|Pondering|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Replacement Schemes|Rook on Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,alpha_beta,rich_eval,high,Bitboards__alpha_beta__rich_eval
pool_variant_073,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_073.json,22,10x12 Board|Alpha-Beta|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Principal Variation Search|Rook on Open File|Threefold Repetition|Time Management|UCI|Unmake Move,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_074,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_074.json,22,Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Piece Lists|Piece-Square Tables|Quiescence Search|Static Exchange Evaluation|Threefold Repetition|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_075,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_075.json,32,Alpha-Beta|Bitboards|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|Killer Heuristic|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Opening Book|Pawn Hash Table|Piece-Square Tables|Quiescence Search|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval
pool_variant_076,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_076.json,25,10x12 Board|Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Killer Heuristic|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Pondering|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_077,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_077.json,26,Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Pawn Hash Table|Pseudo-Legal Move Generation|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_078,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_078.json,31,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|King Activity|King Pressure|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Opening Book|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval
pool_variant_079,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_079.json,26,10x12 Board|Alpha-Beta|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Rook on Open File|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval
pool_variant_080,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_080.json,31,Alpha-Beta|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Isolated Pawn|Killer Heuristic|King Shelter|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Piece Lists|Piece-Square Tables|Principal Variation Search|Replacement Schemes|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,pruning_full,rich_eval,high,Mailbox__pruning_full__rich_eval
